Customer_ID,Food Dog,Food Cat,Medical treatment Dog,Snacks,Medical,
900069028,3088820,946290,771010,,,
65761121,1388015,1782721,1092996,,534909,
35353155,1245890,923010,1959161,68880,597320,
1143838954,1879660,2117420,359394,136080,300980,
25288085,1441390,588140,1331129,,1398470,
52896140,2002480,1512480,395300,275230,565480,
1090387357,2706855,1461431,360456,102090,109240,
800200541,2800760,1048240,547470,,325130,
46384097,1535638,801005,1831603,101640,450252,
1102804158,2640300,656650,108296,,1314380,
19189213,738640,449480,221880,64290,3230830,
63452111,3261090,1015720,170968,101680,111180,
91541136,2659880,1308190,526465,,153430,
1032387543,2352550,2179980,23720,74370,,
900922269,462510,1996450,140300,96600,1911710,
63497024,1912040,632930,625557,12600,1420720,
900330180,2718410,1161984,375514,60284,283690,
65751245,2847260,1091540,500560,,160080,
21863564,1049340,1667240,129948,235470,1516200,
20532370,1724030,995220,355959,50400,1464230,
15433470,126170,481830,60670,84000,3829620,
1052386828,1589430,941890,1414730,58490,561380,
41721149,2523130,928340,549390,23520,520860,
900361607,516520,193120,905693,,2884930,
1036628755,2525120,342880,139418,39110,1438110,
1012388192,1898358,1133501,185853,89895,1126226,
1040034348,355920,1099010,196450,16800,2757560,
79876974,1897560,212740,524838,4200,1783950,
80797510,2206580,1172830,732138,91560,219640,
51798677,698320,480820,1648294,90720,1486840,
1013591654,1527001,1462496,433300,,968624,
71791046,1453180,2451450,289536,166320,12990,
93384920,970264,1005770,1796458,24790,562751,
1014195760,2052290,1331220,726514,99120,129370,
65762822,3059856,546407,299798,,431533,
79957852,592925,1079583,1080254,47890,1481774,
24343563,2663342,1241640,357540,3790,14990,
900379707,659220,1401610,306280,68880,1843080,
51992941,1732970,1179300,143167,65625,1146560,
91542893,2565490,1214650,305685,51690,127150,
1010164311,784990,732220,670674,43680,2025970,
36168846,2201991,461960,652715,26060,909970,
1152438034,1721280,1870790,410670,141960,107750,
1019019891,1312500,641296,264517,13440,1962580,
1098638353,1978320,1066030,249065,30260,869290,
900238472,589050,99660,982002,36960,2480380,
36069658,2232786,1401964,67154,,482182,
1013606309,2410918,500614,689153,19320,561750,
80014956,658850,535980,779584,120960,2071210,
53165570,1901380,1664380,273932,72280,240130,
79456160,1851940,1347560,693432,78960,178700,
900958016,2745720,404250,779650,,217180,
52715676,2569340,1043440,263334,122700,141070,
1090226568,1761970,394951,1086800,,893734,
1024527743,1858090,1515140,380976,,344640,
34607099,2020680,667320,1157417,,226300,
53094055,1527790,1278440,631215,43680,578710,
52560446,1931250,690680,1227910,,198700,
901022410,1585050,1501980,650080,196560,111240,
66999020,3189400,632020,21658,,201410,
1098672837,2881724,672020,157907,,309960,
8390544,362881,233711,1862109,42860,1510722,
1076620249,1957810,636334,1067681,41610,306020,
1017256039,1745470,1864020,192117,184450,18290,
52827855,405360,1535140,1668357,81480,312150,
21461313,1538160,1682270,424276,167160,187500,
43742658,985890,444290,807065,34050,1714290,
53123502,952230,970440,690490,6720,1341310,
901048352,1267760,1130800,375818,178980,997340,
900458192,1170710,864580,1413706,42900,455560,
38363407,2062070,767990,689809,21840,402030,
32296908,1849740,998110,963740,21840,84540,
1015417553,1344450,1071130,394507,183610,916460,
21399985,1801150,1807950,157267,42000,100200,
98520680,874740,618700,678466,21430,1712200,
1121834582,1157890,1408960,69480,140280,1118020,
52974681,232510,137500,1246802,118500,2155800,
1107050514,687540,1174230,1785519,50400,177290,
52728563,810430,2002370,598861,363370,97150,
79981554,1116240,895980,393982,36960,1391740,
1037588840,1608570,1488930,272660,20160,435600,
9869998,1637750,832720,794057,,546350,
52801911,1432480,1598730,308159,104180,343020,
35486687,1819640,1066848,,16800,875410,
900903370,2373130,560960,743860,,92410,
52507426,2027371,996318,94094,122079,527960,
1037595982,1312060,931690,1166690,109300,241680,
1098618680,2465590,832660,262380,50400,140630,
71556031,371210,455180,591620,239030,2072110,
6228208,2488010,509020,64974,15120,651060,
1098658342,1037630,482080,1509808,,697700,
63321104,2078160,1120110,259896,,264400,
91178810,2430450,778580,266574,95880,146500,
1020714696,597210,1182160,116837,67200,1753650,
30763516,927860,1028370,405820,73080,1255310,
79953181,393930,371040,1316168,16800,1577650,
810000520,42900,103160,1289770,787791,1444870,
80229171,715300,598160,733564,83610,1500720,
40033398,260430,1249390,504534,,1611050,
80449304,2570756,870020,23504,56870,104070,
900839239,1443860,553710,590618,,1036230,
13860758,2260860,661430,489080,3360,208570,
70545046,1535350,1839650,69096,131040,29170,
1036621584,1492963,1417239,183473,49560,458540,
900602119,1290770,706940,736927,283630,576440,
70519981,1291221,1346820,281600,76440,586730,
1036638331,814400,711890,460706,88200,1495640,
52861563,923620,695620,638117,40340,1263950,
52773247,621930,1129490,897855,,901030,
1098703769,1540730,804440,876714,,328350,
94506051,1912290,1017090,495310,,112140,
1140418849,1249610,2117850,12420,63880,92470,
900406055,1283660,846430,983311,49580,372980,
832008547,1577450,572250,1384850,,,
7505992,994890,693980,1347654,94120,403810,
80035400,629190,1503840,161660,,1228810,
43983098,1114090,2030690,96430,241160,26580,
1037581645,1276000,1166080,807387,6720,251390,
19275577,656240,723180,640717,72280,1407380,
43757161,2265410,1054260,23249,109200,18780,
36309096,1431150,296500,161680,,1581050,
98633787,1061360,1258890,790350,115920,230500,
2631344,2040330,856100,88840,131040,332040,
80766506,2417450,883090,77408,,62710,
1098627056,1595740,1067600,667816,42900,60040,
70329690,676490,988010,559537,70560,1132310,
52874049,1444690,278600,369677,29420,1298160,
30311123,1045700,1884160,,171360,308020,
8460048,1818720,581910,673318,114240,212840,
75085935,864860,565100,270690,121470,1578380,
35507591,1684460,815600,781780,94080,22150,
91477183,352400,256560,1799366,94140,891750,
80178100,487950,1556300,178510,,1170740,
1039449203,400370,785780,1124768,115120,966630,
900042403,1803144,494280,985663,,109380,
1128273396,716560,1234570,340581,59230,1039410,
700081340,1028650,1587320,411950,,352220,
1049614357,1375900,1173390,501732,32760,283600,
91440326,1363380,228060,594556,,1180030,
1039454098,238680,730680,1456401,74780,854090,
53140934,1253580,341740,331994,29400,1357060,
52453488,1907480,695850,238289,13440,457360,
900949006,1300870,1140360,546846,85720,237320,
52819572,1159472,619090,749938,16800,759440,
5632313,414500,548810,387061,,1954290,
29207887,879660,601400,1362940,,438900,
1014207274,988930,1434840,244789,13440,600270,
1098675870,1292953,700450,1003610,21430,222600,
52997422,1305650,1416890,128340,143640,242700,
29875976,202300,165640,1178007,,1676150,
53125294,1318070,1238740,253602,64720,334840,
10752229,606320,1031460,811451,,733200,
1094368063,2095570,331480,453331,,289880,
1017245285,1692610,985620,348910,31510,108470,
63455875,914330,629460,1107495,,510970,
1128267909,289990,70800,1939884,,841660,
79553828,961680,1188180,240370,138210,605060,
52915143,484280,1052500,459060,23520,1099100,
79968921,917150,641420,1418904,31100,96660,
900594273,129700,380050,212928,214260,2155160,
1075657043,1288300,1077320,209157,72690,436000,
71695665,233430,216440,,47040,2578640,
52260689,1187490,834980,43320,84000,917340,
1014190756,779680,1385480,250858,139930,501120,
39299785,1003960,893700,311532,436080,410210,
52027314,1059810,1301000,404610,116390,173640,
30728591,1368640,571540,233074,47040,788850,
79101866,795920,857460,720878,100000,527740,
69028967,892410,373420,522360,150010,1032190,
43090723,316230,1585690,331274,205040,519660,
900924351,1149730,917940,476277,,402400,
43598248,205110,720640,540442,35300,1444520,
79626416,514380,,997730,40320,1390390,
1022346440,1674690,219380,240948,144480,653960,
1065564235,1313620,1034340,33792,115980,427450,
1026260196,954170,367130,178930,119790,1303540,
38253267,1135630,604800,696101,,486210,
900387055,1253130,1338860,85280,86990,152030,
52869891,890310,362420,1054057,39070,563650,
1030541264,734190,380930,1088148,23520,670890,
1102360499,359090,1338500,415560,73980,700100,
15448157,937228,883917,919848,18873,126462,
80083618,1167080,1158170,464680,26880,58800,
52209445,302400,438120,617669,13440,1496710,
900643104,819830,1245430,123300,46100,627880,
8164774,546400,794920,1084143,36960,370030,
37627222,1208740,1292840,,84000,235000,
900531165,651400,711260,796934,26880,632390,
901041144,1356220,1050660,368152,,39820,
900779524,640782,950570,1102940,,111680,
52927676,891400,750550,419271,132840,607200,
1049627495,174840,2022050,394760,133580,57550,
37887573,1400920,642320,359122,3360,375270,
900893638,1157970,992930,204000,3360,422410,
1014216239,263140,2062430,260506,152100,39480,
1035913215,428530,408440,745790,123930,1043100,
900559438,1600060,886840,170337,91620,,
1110491902,608190,245140,617894,,1274810,
75074296,447050,316020,1661610,,303320,
71657821,238860,437820,66780,163820,1812110,
52429346,1266820,311490,409502,10080,710450,
52980029,365160,75120,1540557,60770,642970,
43676843,1079490,995860,401146,177380,29170,
900748176,257800,466600,985974,,941960,
65760376,1661290,410070,487940,,78430,
63511244,1505820,750500,168480,,211930,
1015400486,248360,1283920,800296,,295180,
30405683,363480,566980,1060015,,635530,
7728330,779730,783550,,13440,1047160,
1053798310,1135510,964080,104710,108440,290350,
900752212,1021180,912400,520320,65520,80800,
1036927881,177360,140000,769308,15160,1496820,
31200153,268300,618120,154680,263880,1291470,
43588760,539150,946440,286844,185640,617580,
1036927313,776920,705630,196690,44950,841320,
5653944,1192330,682130,443340,,242740,
53051901,1178390,724080,160167,77730,416750,
79308570,270350,220000,732440,105060,1189130,
52835967,740290,465750,654004,53760,592520,
43869558,1808170,374060,64976,136460,99750,
1013580685,932850,754380,124230,10080,654140,
900947357,1468760,667880,192100,46220,97000,
1067892556,314240,159860,193433,,1800650,
1015404297,554490,669680,406390,55440,774540,
900509567,1000470,218460,312930,,926240,
53051097,534980,696000,87660,87870,1049830,
52963062,834850,776250,47438,23520,773120,
79858050,1324970,1042360,10830,157980,,
53064621,396060,587110,659133,248760,548740,
900485057,1002180,890980,459540,10510,74240,
1152444491,854870,1268280,99000,170990,27810,
1144069926,1211910,840220,,34460,328150,
700001309,1348157,384870,463948,24790,192610,
42765653,708580,1153210,249038,104650,197860,
1128415853,665420,975270,271160,40320,442760,
52982565,1254550,69680,138889,,930090,
1128271480,765540,788070,536260,113440,188400,
43746436,1020670,988080,257857,,119010,
1094911963,917340,1058170,66360,29830,309780,
1032374725,1507110,226390,319210,,319980,
900832915,1012730,1013820,179855,16800,117500,
52707360,1271690,702400,251890,,113860,
70783975,686010,960540,277798,40320,373900,
16695537,1193610,627080,513640,,,
67015344,1042320,952150,319800,13440,,
52268499,258910,177660,472227,,1415040,
52057734,490090,667390,69000,10080,1074030,
52054922,397420,1008750,717589,42860,143390,
700126449,770950,536470,466042,107150,428970,
50922185,1619491,481330,91930,,116580,
88222930,822360,539580,437376,26880,481980,
79781508,796130,302880,260397,,937490,
9145951,726600,205620,440350,,903890,
80014070,409000,616470,598608,73920,560080,
52812229,416420,1315970,200389,131880,187440,
51804148,436910,1090810,722210,,,
31296475,1416380,261780,180711,,377810,
51630275,970370,803230,34280,153330,270170,
52516526,590990,164380,1087369,,383080,
43119910,168770,530950,860147,,657160,
12202446,1342370,501750,122210,52000,194360,
1033646902,391970,965350,756102,20160,76200,
1032360994,607640,114590,503709,,982110,
43585704,1065020,806740,274340,42840,,
91160256,947070,751360,303503,53760,120100,
52983252,946600,362200,108472,111310,641330,
71719097,838120,391320,,47040,890350,
65755846,924300,747660,174567,116410,199900,
63551812,1079840,872060,155020,49560,,
52786289,836154,736713,229348,40083,297883,
1152189842,956260,1008370,98740,71400,,
91233905,620500,1169540,115619,107520,108030,
32438282,663580,523780,160880,,772330,
8031991,922340,788790,51169,78550,278500,
1020722614,703530,752550,531199,18090,93320,
1098638208,1070600,591810,311240,,115070,
1098663220,1441600,423860,,103360,111670,
900968443,533740,679430,841900,,,
35196381,584350,76560,797191,7580,569340,
35468758,955350,1008375,55105,10080,,
1047493438,665770,722390,372870,,265780,
900963436,646240,609200,174801,102520,477090,
900926543,696260,734360,25780,89900,463550,
91487376,1024700,778330,195920,,,
98633879,538190,543940,323920,87360,502220,
40391911,552780,421780,247465,,758540,
80037403,675130,1028130,7280,10080,258570,
1036928954,377330,598660,68705,110490,821870,
52034723,930660,624290,127615,64290,223030,
79878011,614890,191160,646108,,515550,
52454433,681330,727680,169948,142430,244970,
63552723,885060,580230,168786,,316430,
91490583,1116250,444940,286230,43680,57210,
1040034724,424160,635260,51000,77750,746240,
900957535,68720,117560,826140,36960,876850,
1053325068,60543,,378018,,1502971,
43203814,593340,756520,565710,,,
900949282,535530,311730,333170,,734600,
52550054,865611,266280,168315,19320,595320,
900428752,696590,1090960,,13440,107520,
52586375,775680,502490,231873,,385830,
86071248,572376,418861,352845,,548762,
80420640,378720,681120,215178,174800,440600,
52082909,444470,62280,751416,,628390,
36173360,286230,620600,258119,13440,706770,
52053747,967490,758730,32487,37800,86250,
900529537,311990,290080,169613,,1084550,
19123703,1227540,217380,298888,,111220,
1037609440,649940,585150,326910,3360,287320,
52253507,1196600,431900,100480,16800,92920,
1037603323,869650,575960,116170,65130,203050,
71733331,214610,431340,361115,,816160,
900923570,367020,583570,75810,,794010,
700004343,1335750,245380,128900,,108380,
1127208392,780600,748080,47438,234910,,
23324130,552370,278910,342340,152880,482650,
1095700244,632760,428320,196270,91660,459910,
79861872,660790,671300,235230,,241420,
1035222784,1027010,494100,104400,160850,,
16192542,311540,446360,405646,31120,575620,
53159955,526400,259890,404647,127680,451220,
700060307,336270,334640,268777,68490,760020,
900433544,804510,35400,485593,,439050,
8161801,321840,1093010,125487,204650,,
53160029,398300,313380,508020,186620,337930,
37277679,989280,326280,384200,6720,29980,
1364460,150930,412560,258227,,900870,
1045018378,809980,626790,224389,21000,35080,
98519062,643490,763050,137670,26880,140400,
98627709,283080,139740,201324,6720,1065180,
52957640,565340,477030,497224,47470,105680,
53160633,561860,290730,317060,29830,485680,
900265969,465880,150550,331340,31530,679690,
33700273,593270,636040,76740,124320,227930,
51881773,433470,770480,205640,21450,180310,
39579047,306100,484420,54145,59680,702450,
900767917,609600,449230,217930,13440,288900,
1030581191,547240,393260,559040,64700,11450,
43584620,184660,328240,772789,50030,224760,
21548523,753410,520060,123000,66380,97360,
1000718307,517830,603890,121466,212600,101100,
79575937,277850,1019150,51560,92440,106390,
1113640634,255800,201910,740817,63000,280640,
51692642,874620,,211012,7150,467730,
900929440,399320,359960,411502,91580,263660,
700020264,635240,420310,190259,13870,265780,
52349441,782100,614960,84440,,42750,
900980306,458650,419560,491870,,127850,
1072639091,672160,489560,217355,45360,68890,
80400661,796580,448180,133450,,105390,
1040032755,80290,667000,217960,16800,498600,
1037605947,213500,1036210,,141980,64460,
1032383179,136920,814160,,43680,456740,
1013606296,,,592560,99980,757280,
43972298,339240,711830,398128,,,
98671081,196020,275220,466678,,507950,
901043152,453630,526700,42500,10510,395030,
53053584,810340,321910,75960,43680,163330,
94501565,691550,370580,69000,,272040,
52996690,383650,285210,628916,99590,,
79946097,368340,565520,356880,23970,70650,
37394627,499250,376370,135147,,363910,
1130664568,67120,238400,800680,3790,262240,
1053778736,197720,826910,241670,63000,39620,
80181293,565920,420430,295827,,77560,
1049608838,387820,590730,76310,15120,261160,
1136881888,606540,148580,268170,42860,253400,
1053328073,689000,374820,234527,,20090,
70127908,445100,371220,309140,,166800,
52904011,30570,516400,405117,,327110,
901030883,701350,263400,235264,25200,47570,
37713528,681110,82840,25780,79430,400350,
1053784528,297930,466780,276110,49560,159400,
11348013,398250,339320,416280,,90800,
52917464,509410,539650,175200,14280,,
1110456949,246950,178440,186860,,621460,
1035852882,362970,744550,38670,46200,20090,
63468284,835050,154260,135280,,80230,
1017199791,386410,427030,66780,64290,244520,
900832278,213900,105700,,74370,776590,
1072654791,434770,121780,53230,26880,504950,
7552004,284290,128660,514950,,212600,
1039448676,548660,300570,237290,,40140,
66858650,365570,510000,127590,54130,63900,
93384105,388580,258090,265296,55440,125050,
1032366105,472250,184480,88898,,327060,
38143092,151640,285740,328998,6720,287130,
43510659,493050,111600,28800,195350,226090,
900583071,276900,122950,155410,20160,462840,
86054118,165210,109380,96050,71420,592310,
91537578,123210,273480,122720,70210,417410,
42070394,172400,295300,430378,,106250,
900999043,253680,443880,103826,20160,167010,
1130593884,468040,229340,202487,23520,63090,
29706511,,16500,413230,10510,537430,
41633477,615490,191010,,20160,149080,
1121850595,656450,185340,21658,23520,80560,
1020749617,238270,489800,79180,45360,112650,
53029568,296890,377710,118650,90330,79790,
901033584,363150,255690,86410,56300,197880,
71950892,176820,207920,172820,43680,340360,
66960138,360750,130000,206894,,242500,
52115106,,401140,339169,,216990,
52831211,45120,126540,136131,,617790,
39531864,367220,480180,33060,20160,20700,
52777391,236630,114260,237040,10080,318310,
1053770950,141590,227540,277994,,263110,
41331600,173380,123400,210420,20160,355520,
1036618438,171990,252280,220920,53760,154600,
33379606,269622,370906,170000,13083,,
98560504,208090,234300,176695,,193210,
1075252210,387516,282936,25780,3360,93382,
1128437269,335990,249760,64438,45360,92430,
52711897,260170,94800,140435,50400,227200,
43746885,283150,27500,223200,,197100,
75096115,45120,175280,219012,30240,254550,
53117283,135340,403920,47047,45360,85860,
52529579,117650,266570,149100,29420,146470,
79777212,215110,263420,180986,6720,32160,
52484934,127620,270200,25780,64700,170940,
52226384,417350,102500,59500,,36580,
1116792952,210990,124820,,73430,165270,
29309753,40460,141520,,3360,310190,
901019577,262360,46850,7280,99980,60040,
1037654207,101110,76110,38279,26060,48580,
,,,,,,
